saleCode,storeCode,customerUUID,salesPersonUUID,date
,HgUuHy,Q1TU0U4R-rPle-3XkM-9kCv-UP7i0f2t36gW,70oWyZIr-I388-Ksq6-lXb3-DKPUC7ZjUh2E,2023-08-24
ithc,i2PnwV,,yWVHPydy-Uhgc-Urhw-dGs4-SisQj5H0xHhc,2022-04-09
9zkN,Eqwgq2,c98i3I8n-PE4D-ZGDl-vWoM-wwby6A9KZUEf,,2022-06-02
zoKj,oTGtx6,MVlEj15z-MPMk-lcgw-9qV2-yXgUsGCnFkS5,9Lc5TIRv-lFi9-eaDG-Vkx8-kyptNEVloSJr,2022-04-01
CePe,90GN4P,gbXsRAbn-0bd1-3mul-05XC-X4f3Tjl7f0BX,quiRiKZa-1iSf-LcjX-cED2-oGo7BOf476EK,2023-02-17
neH6,5YHwti,,YpmPL8Gt-Qzfd-BTpq-Ipwe-d2Jg7AZBfLmt,2023-02-06
CpCl,9shXKf,38wvJKlB-1SlL-ilAF-7MU7-XIezGZbo7rIe,z1xCJyYa-wp8J-NbQx-deHs-ruet0uJTsvSN,2023-06-21
PfyM,nrv1oU,NzjVOovV-frlt-9Ncn-CXAz-JWHVtI5dJ89O,,
G1Ap,YZ1Ofw,ZIHXwLAV-PPLU-vl2Q-aQqQ-5uDvIjqASwjn,Vn17qz7i-pXb2-sIOC-e373-1Lys353jkpsh,
r7CG,WKrURK,amBvhbja-BH8j-Bhod-f8Dw-k1jJ8Nz1sy3j,jDHWbQ8j-y88g-XoWj-gM34-s33E13lvSxaD,
JdCw,ucAoWf,qYTbQLIH-QBRb-R7Q4-7NeT-xcx133E1KGbP,SLIivhT0-YHQu-JM7A-Ulqc-oKJbrbobXSDH,
,qBvPfn,MJbV2hem-OfRK-nxXg-323Q-O3xTbBVvgeSS,OHRKbiS4-Idvk-iANK-A6zU-51FzTm9NUagM,2023-07-24
80RP,yCnvbW,,u6GlBelB-mn6S-akop-1no4-A4s6uhvggIsm,2023-07-29
q2pX,yLAqqr,Nf8PSFJp-aPlQ-8ktr-6H4P-WB6kYECARq1V,JZ53sAeO-eA42-HtuA-HSzJ-HOAhndLwRUya,2021-11-15
JV4t,ydHlJr,,mqDv5h2L-wGlv-GSuy-ZSuD-WZwHFKEIfdCv,2023-12-30
bDaY,2KqHoH,p8wCNT2f-as1R-UKbu-PQqQ-xFoZpViziMaT,6XDfXzsM-cejb-G7aa-e4dC-k8L5m30dkg1Q,
RyHc,DIIzwP,A33kmqHf-AomL-AiEZ-8KVA-MgZixlTbpzIM,illWMHfU-jPBb-ZYW6-7tUE-QiGl9KwBa5OS,2023-07-13
lMX6,RuM3F6,WZiB2auM-FvcC-KA0S-uqYY-ZuLn7bl0n8ie,xzqNdN4d-8UZD-Rx0G-KU0k-jhOOXgk9TQdv,2023-08-22
,dZkVpC,5aqhkOVT-Yhi3-HL9z-Y9j9-jjtViNQm6QnM,,2022-03-11
n52V,,2gdd0BAT-hzv7-62Vt-Xxg2-HbTFjBgYXGyM,c3s4jsU5-lHPP-GIpe-Cx4p-bd0DOWuZZCD2,2023-08-02
H8F6,pTWNdm,MrURFSgo-YTR9-bkmE-uo1C-k7z0n85qK2Sg,W1Gk5NwF-mrgU-Jj96-2qKt-8xqNof1Bwm0X,2021-11-07
c6OB,W9kvqr,XUbTOI4K-k1eI-KTA3-bTST-KtYIWzlinzIt,ISpG2Vvv-wWA9-UyTP-eGeq-KUVWQJ0SQ2ai,2023-09-04
3ubu,WKtZhZ,nuv29Nj5-t7DC-eCTZ-QG4s-ZCqFuf3nSxon,zyhTUuh6-qvXH-QiUV-tuGr-lOwsSFDSoBtq,2023-06-01
dH2C,OpXfsF,qNVykBYa-bRaO-zbb8-R7y6-PwRJXfUSei2I,Re0T6AnZ-u6bf-7lvI-L7O8-rJI1WGzoWfng,2023-04-05
Czl6,riSCZU,ZFCP3WIu-UewG-ZmYK-Gwfl-AtEhmBL1tPNr,,2022-06-22
,Fn7nn2,zdcUk2UV-y2iX-Nnfe-fXzU-HUZEABNMNDsW,,2022-07-19
6ejQ,wlwUBm,bn9TnwcX-8b5c-1xoG-tNpj-Amgx0hA3dst0,Qv0iUFmD-nPDJ-5QrJ-7t3h-31SbLpfo5lLr,2021-10-20
,5h1p9D,O9e373MO-o41W-P0us-apIl-ZaYBDxqSdnda,,2024-02-02
,LjifTV,2cLHIi6f-z2b5-xHp1-wdHw-Q1ozVaajcB2b,OsHwc4Ni-vOvD-v1V5-CqE9-3r7cnBwqhLB4,2023-08-01
TycZ,UDqHHh,NpWbJV39-9TS5-bjgb-Hdgv-H4KqsEGyvQ6l,,2021-09-08
39j1,WaZ8OD,cilrEnQK-UFdf-iLnO-key2-A6TSwNbvq3rL,8s8a0wQT-VcRk-cuYP-XRBr-sjJ7lJbiZ47J,2022-06-23
EZbH,QpKWaN,fRHHVeh9-FaAT-7TRG-tHqq-4JClCcTTgbmw,qDII1nVE-Ffz9-A8eg-w2ZI-czybdoazBoSg,2021-11-10
,7aAcDY,d5uhd85T-KV0J-ZE79-dWi6-Bc3rjbBuJkjb,,2022-04-20
igHZ,VyTPwr,p39pc08J-gSQq-yRvG-TyiL-mbbPS0VqmFT1,pREvCEDy-z11a-Xt2l-4zsd-YMON7gSTAkRB,2023-01-26
kK8n,qYNaLj,7oRWYuYj-hjxD-MqsP-orVr-HsLjOuggoZYF,SIMaj6ru-p4sO-IJBq-rL7B-PHxUBnIEqXXN,2021-11-01
,FI5NZb,ig33txMB-lCd3-f4fC-r401-s2wZRKyuRQt1,NAAo4WlT-tOyc-SzFK-u7ar-f4TkVDWbedoG,2023-07-21
eiNU,yByPej,obOow7mX-fICL-DPYd-qlVb-cZTw3niZtR5q,fvnrwyy3-66Nn-x5G9-HpxU-P68PEv8tMjQ2,2021-10-24
vHdh,bST67R,F9STHJTG-4TQQ-LeUu-mYxD-pPs9QQNB94vK,,
oyDb,,xR97mWHX-ivKU-vZqU-RoJQ-LlUVDejqLZQR,ROgztmlL-m0E7-3Fwu-TXa1-sEyirYqjGM7E,2022-01-07
kz71,bZaU66,,jCB0HQKA-ZYii-UNiO-1vAA-FBMUIx4SbpGv,2023-03-28
7bkG,,4WI4MDCu-eO6V-zvpm-qymD-6rJTBMkSGwNc,lKsju0Kn-xKLm-zrKg-aoFN-p01VKhpNAf6Y,2024-01-01
enU7,f1QRXm,,3L5Hwfxv-Wg5z-rFcY-BeoQ-MRW3nWmiPLNv,2022-10-07
qnna,lL4p7m,7CCOz7ov-j8ly-fDmX-qP2l-yTfbE9FqWLBI,wqDWbfp7-GL7V-28AP-ir6P-h9VLatLf4hQq,
2t16,j7MWfE,XtahFsHD-V0BD-CUOQ-Za3X-1Eyx6LC60Civ,vRS2TUNc-e4Wx-lSHf-HVaH-ScSXlQHoPWfZ,2023-12-31
,NSFYWE,,aRrKcZDA-PsyC-IGTm-jFif-GUFkSzS5t3hb,2022-02-27
,,,N8Wh3Xnr-AVUR-xEsS-uTja-xKbT4Nsz0XI8,
sA2U,X50Ucr,,iMXIbVJa-aBCk-Fc1M-mtO1-eAnoenSq7eE8,2023-06-17
GlRs,jcutmd,alUWJwlK-5nwM-Cu85-9UBJ-np7I0NKs75Lw,tKXKEBaF-yXWH-zts9-skrf-bdlD331UPiR9,
LOVT,ITYfTc,nufvRWMv-5GC3-EhWZ-Z9BU-kCbWqk1FLGcF,6KZ0gW6R-iGcM-eN7d-w9a6-YnESH22kZxeq,2024-02-27
hz2O,uC4NWn,Nn4fIbWI-DVJm-ll12-LGVG-y6eSGwD8TmOB,Kj5kGWwV-5wPT-hB6x-vmbm-6Wl7caeuyjyK,
,Sy4fLF,9TnD9UxU-SRUg-7cgQ-2mrE-mvjk8JxqxMRd,xRQdPI9W-vTYC-wQxv-TN04-ZOIcGNDVZluW,
,8Ra3aR,,rbOh0HeR-B6Tw-nbr8-Ztml-8B5mQm3LKmgE,2021-12-12
PjHH,,e9y3ARlu-Hm6E-HgcE-wk2T-OKNAZRjKNEzw,,
yCMp,,OVY36NzO-ZouU-2Gui-S7jH-rc2kPtHmwfiz,hTU58rtd-EnRW-zsjR-Hblp-YAAH5GtRHtiI,2022-01-10
cj7Y,,PBti6LA3-plHR-bcRT-g0g6-EwrYgaBzle9x,yFOla0zo-TkrB-ooBV-9sw7-7pjPNWkAqv8n,2023-09-10
R73x,hmlPyA,,nV7EMb0a-T9tJ-cG9m-9sWq-4EBuLbHbJUPR,2023-10-02
512w,BO5wDl,pPHpN9fM-aJQk-ptiD-GNmV-Ij2qCUCEaS0O,SngPkxbY-ZKYN-Tcw7-odRt-ko5U3EjWs3VG,2021-10-27
a8fZ,dnmhd8,zrJ9rljz-nPnd-VfAL-CFgK-CWlHWBY3SJSI,5PuQAaB3-htNh-7KIK-2HT2-Ee2ybvH8xgdP,2023-08-05
HzZW,niIlAN,xQ1GIgty-ePOn-8Mkw-bsvj-bs0JkLatSbJS,4lNiBjcw-8v8e-XqQp-tO1Y-wK9FCuDnVfAo,2023-02-01
V0ZV,,w16lF8oL-sZZl-57GG-29mt-W7QnYZmFeSQ7,,2023-09-18
,,Sf9GjWWV-IOFc-fKUP-gHV6-rzRRPW7OSD2d,d5vIZEzb-x6Q3-GYZb-WLuS-fQwIzupQqwzt,2023-10-07
zVyr,2TXyUY,,,2023-06-08
m02Y,ibNjaJ,ULRLq4JZ-y9ru-E1Ot-qmYp-VddTmcx84ByL,bKg1gGRI-2OUm-AJWd-tHDZ-LqvEz9Vuio84,2022-08-31
7E0l,ZD4XPI,CSa0gkQL-pzSm-F8yg-OWJC-eIskXZSqVR8k,cUrBPOQh-9ck4-VYuV-yPV5-lxOnIIrIVAtI,
FBg8,yEjiUJ,RGkWATGF-8nfF-SbvZ-lDO0-4c1ByfDVTmrc,,2022-03-26
,DyB8OB,9QKIaxoH-7QzD-NWr2-w0du-R7wVToVNvnlD,,2023-04-05
pQ8F,k98o9K,M107ZVZr-x2OO-M4tp-2g4s-cmRkETcCqCvK,WXfnqkPn-6TfN-WEp5-RXAm-ep9jUOW2OVGi,
bzpx,,mDxOAq8s-Xyka-jf1O-MlfB-CBmdAk4UCbnu,,2023-04-07
wv3l,aiuWLn,Pax5jkGL-dDiC-jprQ-u7yt-gC9iIyAuyFlm,,2021-11-14
xuvz,7h4xAx,19M2wFEJ-peR9-HHfh-AzgO-vlVoX0zuLyoW,A9QDYjtP-mzks-m64J-u8W9-RTL5slEO9bXU,2021-09-28
,vxkMm2,w8qN3ety-zFec-cql7-Fpcy-0af6azpBX994,YtkU1gTk-fW6l-wdPs-cur6-xrS5dy03MaH5,2023-02-23
rq6R,NS7bJ9,L4er39oV-KZog-EAgY-7hwy-koHDsjncjqSH,Otz7MBbY-EOOG-o0aW-q1iv-N6hV86yro1nm,
kOd4,5SwdNP,sjaXzCgz-HmVn-J220-NvdU-U2DML97ZL8R2,4bt6OCBk-RKUC-u4cn-yiDT-ryaxJDz0sKJh,2021-12-26
YNRh,bJmNOF,wW56R6gr-8vPz-vAiN-oMnT-7CL1gjCZLaGz,umBu6fvx-Hmu8-LUBZ-o08H-JMdvgmgkKuFP,
axxU,4knVJQ,,nVxHTzX3-7458-5c85-1x5y-B9oW7SOToJG9,
,,,,
oNEB,Wf6S4M,9NWonTus-neNM-RQuj-XJPf-5ceWXaR5vCTy,oIGOaAnf-NT3e-rzWF-2EEb-SXB9ytXVi7tx,2023-11-01
,crNRYp,c7F0XQVQ-9qPx-hc4Z-ELtd-YOjx11JXdzUZ,d3lFIXLC-s6uR-MNsu-Phc7-HEbvD6u2gU2g,2023-10-02
1Yso,,JNOwvFSc-TjFY-P83G-xKlG-PA2XN0vH8a8w,eNbZwE8Q-HjEx-gE6m-fq8v-vyhFTdyzmjo2,2022-03-13
SuPF,0OKwRh,AWjZG6G1-Jm5B-WA5M-fN3t-ESVDLldhXkPu,wtKaKvi3-amK4-aZ8l-udqb-ZomesyeD6jvW,2021-11-25
KAId,WbUItI,WHOJecEv-zKPh-svDB-mEnD-bQgyzk4PzNdx,eAedF7XC-ilWN-aMl4-NhxO-aZQl2lu4hWij,
9i8L,TrlLhv,XZbRqyPd-v71f-9eNs-bkz4-43rgehyoGMma,lzzX7m1a-znAQ-Deab-JBb5-McTzDgg1qXsK,
0Q2N,lUQPGg,N8EoH0iX-SB2J-Qrq1-XLX7-WJVANH0U9X34,,2021-12-17
mtsk,54WFAl,,G0PltmOD-PM5n-V7lX-51UH-Oj9TlXXshmCo,2022-07-12
VNoo,SSf2oE,QTz7xHhL-QJ5J-T56X-IDEg-1faClcx5fO5t,,
gR3P,S0QKGf,ynvQeDSz-n5sm-jkWw-03Wi-WtiugRcre7gt,,2022-01-26
Z9oY,MnpZCm,3l02CAon-mXkg-q8B1-ZdsC-9rFW60dEeUkV,eiZOwI0q-to6l-6YEv-DO1N-EUGycN3XHe5t,2023-02-25
,,QZ6GWFNP-YnAO-wa3i-ZGRc-4goF8Vexas3A,iR7uhb8d-WKA0-X8c7-6rYY-GJsSjk6LCndO,2023-04-08
QF3W,4chbQx,o0uIywKc-pDvf-U9f3-l3X4-qjxc6m5FmCPJ,LX0lzH1u-yuzm-Y4d4-2y5G-3Rnaw7F2fpgd,2021-09-07
,HDoQZa,,c9BWLOXA-hSLa-Jwho-3ZDG-4Ytg55QMXUg0,2022-03-05
Za1e,Ta4J5k,SMYlB2JB-FUjx-Nwup-w9Ml-w4LeWnCgBS32,wRhJ4vw5-pqb2-VMGc-E7y8-79VFt6hDWLor,2022-11-09
PPjd,hhTYTk,VDIKq8XV-WgxV-M5JV-4yCi-qJempGpPj1sx,xLYglcHK-rtl4-s8Gz-PwRh-EhMB6RYRy8zq,2021-09-01
yJIs,gO5WFe,,KVL3PFO3-qF7u-2csJ-vXkb-IeuOpcx2Cnec,2023-08-01
KEHt,yiHHYO,sUY9MWBi-s2UQ-iWl1-z9v2-QLiFv2IxnwTj,FOYWZ6Zn-ujNU-3CPa-Jitt-K8UW2oGPiVYH,
9c4u,,lPcZc5cd-qKNq-MWL0-TZa2-cCMJGcRhyzIA,,
8pxS,nuqnw6,QYIzJUfb-PbIA-bmlk-kryg-I7j32xx54j5h,,
,TtFIAD,kMgvf9f8-eHby-7OZg-eiBA-yzMjkfxvflWB,NWAMIjFE-ZzjY-yd4g-xdGC-akgHs26Npmcf,2022-04-25
T0i2,hDnUtd,mNIEcs9f-D2gQ-Lpd9-6Kzi-vpUu1zZ6YZj6,JbvD6yPm-SyWv-lcys-ASZn-ti3eq1hpzPST,2023-06-09
syPz,1Ishwh,4qa3MEty-Cxi5-8eZp-KqGH-xktpa7In8OaQ,,2022-03-09
aGEP,,Obe6C1TE-Xmmv-kaGl-VYVg-IiiHPqjXDSov,UPq6tuRd-Ux6O-cUSX-wx8Z-RphlArNIjk4y,
HioW,,,,2023-09-02
cecj,Rf1V7J,cfS0Hg4p-y0ZI-f9SC-PUSY-tmAtHwjJ0cqi,5eDY49Pl-thOL-cf7y-HWdM-fCqulAScKXZa,2023-05-21
,,0t8TYCKk-7u5v-sJ48-C3Mj-YxU9XBFVPEJe,IISayg6O-zVZ1-liSG-NqOC-VRyxpcAsjyq9,2023-04-30
ybCk,ojKRfd,sLFAhFeb-qFMZ-Cddf-1zr7-91pNDrmz49l4,2T5402j5-Fgky-caU7-p1Lj-CUCc2JIFhLDe,2022-11-15
cwnt,jM3qL3,,hnpxGSDf-6c3r-vJmO-7GU5-yt89AHZne5Sj,2022-11-26
pFkn,fLnUi5,,ZYAcNF63-ZKc7-w93o-n4gt-I6Qy90PH4YZC,
,Kh7xVb,Mwa4EAst-W2OW-u4t1-dsOs-upQgq4TNZaUC,o823RjGw-AzVk-hWLB-DAWu-vD5IzjdeCjoZ,2024-02-14
cVKr,qwGgHW,xfBfoxCt-X3ne-gSxS-opaO-TYb30BHOD8gN,Zc5dB6p1-J5Vv-GXnt-UaSZ-J5VLuNxuNjyS,2022-05-10
RgzQ,EgKmD5,ejkB5F1a-3d9Q-cDlM-J2qN-OR5Vnl9DKdKX,nY0Mrf1c-qINo-C4tU-aUmw-fSwGrAkaAfMI,2023-09-09
xNn5,,,uujZMUMi-KKnn-YcLL-ZYaR-fpDRAvv5VC7i,2022-10-17
85qx,LNPB7R,O0BNOXIk-lpEE-kRxN-B9bm-KrBN0CeL6l5b,8wstH2yx-x033-8A7A-xxjj-dULx7XQlE75k,
J6cf,QeDM4R,RBN5zcbt-7y3Y-RCej-f5EL-qfm21lXZh0Bz,,2023-11-27
,,qr174xPP-LFml-7yy4-udiN-Wc7GgPJOhu1u,kPH2pLjP-fiIv-lstX-DVZZ-2vmafPY425gQ,2022-01-27
LF8Y,sZkNkv,oFg6eeYR-77sP-xG5m-ldsV-ADp0b8tJ8U3Z,RBWZ0eJQ-ZjbC-s4Gp-Odx4-At1f8sIqnPD3,2022-01-25
M3Ag,mW8pW4,jRQ8b5iN-YiXx-N6BA-9ybl-s0Sb2MTfe9Oq,L0EfAj1B-Xj38-Ht88-gZEi-TICPgXpejYZu,2022-10-01
,2Zissr,OTscXhoX-RPvr-nrG2-MlUs-magZP4MrE17z,,2023-01-15
TQjT,lHgSmC,JjqBT8CH-RY9X-r94s-DnLc-iXN8fNM7y544,,
dPiE,GFmBdK,uuyTl5d6-0l1E-BWbq-z7DD-WfR2u3shuV0M,c3huMzQE-WTRl-UjIA-Jzne-AiHXOkGtBbqu,
gFUm,iVkTc6,irrd5WMD-9pzE-m26G-zbcE-ztdNsB8Z1AhT,1StMaNR1-l0Rf-06Uh-Rq11-FxjRmSRDSAs0,
JpsH,,rlUQxsqu-m64C-JyV2-aZCJ-f2OlJsMDbrFC,GwQ0H1Sd-EAVG-xNw0-sfS9-t7cCcCKDTRgW,2021-12-11
,saed8z,ubuq2WGZ-2OAd-VV6m-zE7C-8GIBa7umineC,,2022-01-19
whMN,VaTegP,UyvnwI0U-mxYj-omSI-5e2B-mou9i7y7rHcL,lisvB2Gq-utJW-inqg-SrRY-PERhBNGfO2nO,2023-03-20
,MLonyD,sqrFpZc3-Lei3-RtZm-KQPD-9EL3Ha0v14cm,RvTPMfP3-tnEo-znox-3d4B-OuNNBRbxYabf,2023-05-22
6Qdl,A7FFgV,,jkTpyCQ1-t3ei-z94f-7EGS-duR2QV4674eU,2022-02-02
,qlTNuQ,xhthdDIl-PIXK-2kDC-XtLH-71UC9RBZ4x2I,2Q9OSkvp-4EoX-xVGW-VFMa-nzcfzjXxyJXU,
q6BD,WOCCaC,,Lt1hwc3P-sI3B-wApp-8ao8-BTJHhWrUqipZ,2024-02-25
x3ch,KHZ8it,teRq80Se-7DbM-WLZL-7hpG-JFvlhZJAJnMH,xJAXp6JW-rviv-NhM2-JlQL-U0yWvK7pOjld,2023-05-18
6q3a,6Zfy1C,,i5d0Zg9S-z3Uv-AuNf-1VJW-7TwhN8EaHWcx,
woAe,BqMfEq,JlI0GZRt-QzRw-0UaW-w5Rz-P7wK5rDhCrnp,,2023-01-24
NRUB,Tn9rrb,2eGGCWq0-murC-Ahlv-4Ouu-hDDsEZk19Pv6,h47rdAbB-IxQK-gz7F-g02L-Yw7bAgDEqXlY,2022-10-15
FO1N,fNIj2g,Mrm4OYl7-DSOG-ixbo-qWGd-Vg3kQ67e7j3o,znfNO06E-rKYi-b6SS-Ed3X-OUKvFVofzTjs,2024-01-16
KRvC,CJ1qff,BBYGkTr0-Ybmf-dKBg-rSVP-7MdWS98cn7Em,vC6H0JIM-Mrkj-HNM1-yeCs-8iNkRfrwyaSe,
7WA8,RHS4cb,Hx0wXJtU-S4MN-EySy-oC3G-q4oGCuzb6Rvr,YoIIqPnn-9L5W-ttay-7IHG-KAszherY8qEq,2022-10-17
bxui,8LWFq3,7J9yWjea-FNBY-x7vO-JWL5-8fOHdS6taoVv,gfQvCQ7J-yW8b-Di9t-myHk-LVLLIIbPiksk,2022-04-08
DHI1,7kIOyo,,iqBWjJfh-xRGz-nbsM-L87S-Zrppv4YNAS47,2023-06-23
,2H5eco,4ZAhsKsl-DvHw-uzbz-43LJ-PSKXR2fpu1A1,YyZKFox4-PtlC-UMRc-6yR9-rfDldmK6HaR8,
dlAH,,gIZC40DF-OXZ1-S5rH-787u-Dl4ANM7PCIxF,AyUm9aSO-xFxI-glgT-7Ckk-6Vw4VJnSU9cu,2023-06-25
Df8M,UuFEPZ,QRSFPV13-aZCk-Wx8w-HGsp-rGrPb6uMxXpa,EH9dM3VM-E7wV-XoWm-VWks-tHSXKl99ESum,2022-08-15
4v1S,ZPOQmX,,Av8jlsss-0tDD-vHFD-Fbq8-laTLR8FqYWRL,2022-01-27
,,QPSfSrlC-qOjI-fdFg-BJee-vjvMGP6EA1Jk,,
,,8qZdAemr-3Knb-WxAk-Vps0-OswN4W4yOnlb,qMHdHCxa-BLNY-aTYO-cr14-agsia4iFW61K,2022-07-06
X2Ck,1NFAnx,D1fCnNTu-Ll4Y-yx5c-1ctP-uFBBAVaVy6gQ,,2023-05-15
V4ac,x7aiHr,hW47xdWC-oiVl-N0Tx-pJxl-rLz0vXBVKnJ7,EhWaQnbN-apS4-gYUk-xCdU-LVAhTIx5RiwM,2023-05-08
JncO,TzbWOK,b1qPwY6g-pkEn-akmM-gAcM-3h4fJ2jKisMB,YRNLxNqB-zXRA-M1XO-61gx-lJ0NEpxldrXt,2024-01-02
15jt,gEAP8G,FpF2046s-J9QN-TnvS-PGFm-uBwyWaGScDc0,rWkivcDS-cCXp-f6jb-JlhV-YjReG0lbAeaI,2022-08-24
xsbo,XgZ95q,G40GAPrk-sEs1-ek8j-h7bQ-K24IbfdEP6nI,um2Dx3Mx-3hp1-M1fF-HHjz-dl7t48IaqNNl,2023-03-25
YSkA,,,tKQ5kE4A-FHR7-3j5D-T9Uy-GtoWfN3tOcS3,
LfwV,qb20l4,SVPwr5jm-c19h-a7BZ-tjCT-qFQL0ikdJQqr,,2022-05-19
0mw4,cnspen,ZIRziOVa-Rz6K-Nhj2-POWh-70IF4oQaWU8w,VnnM9zX1-VxSN-1HG8-0jZh-8HW8jBU8zFrR,2023-04-16
Ppyw,iA32vO,0DU3a4pX-AATk-cXTu-WjMm-sJ6fstGQ34iT,LAZ6Kj4W-XpG0-4buV-8ylM-KhiWPjvCGePt,2022-01-19
fpMr,pulcyY,,0mVX2snf-TYRs-x64A-yKjD-j6rlbLk6brJI,2022-12-21
f69A,,LosvcrF5-4Nwm-itUa-kpk6-4MyySz6nMr7h,yRBInMxH-rQiQ-qXrm-oHGH-az8dBFFC5vbo,2022-04-01
Kdw9,ya8qJN,pL2dGhJy-0WOE-4VpW-BX8j-CtOzTG4w0AFP,SqCjoLvX-3cR9-2U12-MBxE-yrSEOHNgsItN,
MTl4,jNMWl3,,,2022-10-27
Oang,,LMbiNzhp-V483-QQ1N-3RoI-lrK5ygGtO9Lm,,2022-04-30
eT9R,WzilSc,6G1ZF1ld-r37d-fR4N-mAdu-LoA8c8lHP2rd,GSvgu6Qi-jLbQ-siIw-BykO-gnJ4NGIVDVAH,2024-01-22
hqeL,zd43pD,X4sURLW2-CgrO-LeJK-6nrn-OYqVdEuCFizT,k8m2zIkt-VEfa-8uIe-lnVj-XB1jxkVF8lZS,2022-04-08
oR3H,pryJeK,9NTQtRyr-5EiX-81YC-DayF-hsqVgshGYxgm,FK5xH2GT-L6Ac-SYkQ-deNi-humsquyq5EM1,2023-04-15
WVGx,9fI1oD,fCQalomx-wSEw-5LUz-kZDq-lfYfu7msMgVu,ZfcVwmV7-xVRu-qm8Y-c4t5-BPNl1gP4mOZ5,2023-02-14
lMom,gzA8tR,,cgLvw5d6-g33K-dgQG-vsIo-CRrmdo82zoOF,2022-02-03
,RazUn0,,,2022-09-25
NJIU,i7nzWR,,6T4scKI5-EoYN-5f02-iuKF-O8J63RuSMIK0,2022-05-17
SYJq,bovymF,vzqfcjVn-TooQ-SIQh-3ylW-AbyeHomfIPbV,zRzMshQy-rJ3e-mFlt-XCkY-FlE9EKhS4LYm,
5GiL,vZowj9,yocE9lcb-ZUUj-Dp5l-3f2k-hC0VC2ujZqLW,Q7AEne0v-6fud-wmSS-qJjx-2aLK5ObHV1cv,2024-01-05
,UapIKe,,oNX7ugiF-8uP6-Qigo-UJEZ-0xpZML0nZ9tt,2022-03-17
7EEV,jPrVqR,AfYoL2ZM-j3LR-rnC4-W7yQ-T5qROQOCQppf,NA92CRW5-ZSyy-H9GH-5H7S-e9XxHCpB3MPf,2024-02-18
dH9U,h1vRot,EQHVzS1a-do04-xCci-pH6Q-9uR4s3gC4WvR,,2021-10-27
,,V0rGgHjm-bJCj-in4p-KMQh-OOxm185Ixq6i,jWd4QHk8-5INN-3GG2-m87J-F5xzLo5EGyiT,
TB8G,p3C14t,kjQmY5Ag-9SmB-q2db-iA5X-CPdfR9AACF4X,tmfiuIJ3-81Mp-pdTx-LIST-78ZPMiKTvapG,
,StbLd1,vreGuWYl-ZT4l-fhhB-2tNz-fWZezchVRkdE,hXdri2CB-VfQx-Tqmr-sDEe-tyIgd7gSk03N,2022-04-04
u2gr,VYW1Xv,6lY4XpDP-iOvT-CYix-53fB-TBmOz3wJzMIL,kXjOXGAe-QVWB-BvcM-eZp9-WRZl2OPmrLtJ,2023-10-17
mnHz,24t7a0,ZO6I79Nf-1hv0-RYB3-Jty5-w3c8WELLwvqm,qJdEkTYx-Z5zG-HY4q-te14-YBcedqSD8N1W,
,OBp3s3,VaCkOqT8-7VrC-6BBp-qB7k-NFm4kerJ8jht,Y4G3JlTN-9TjU-h4Jl-ijAr-qyDahYVDNjXj,
lzOQ,Q0ipSH,MjAdq1xW-CGwY-UHEl-i8gh-uhGw1NncWxJF,BzVi4ElT-QS2Z-OeQU-pV6Y-UA4hLJQFlWM8,
zNte,ov9iWj,,yUJoTK2e-INed-1emp-HzXD-a9cnbbvq8hIX,
vmHI,668SvA,QH5j7xSW-fTOF-uxfg-axz3-ojBihrThzxq3,,
C3Lo,dbKSWA,ZztMCBW1-OXjO-dtkZ-6Rvf-G473M3dDFBng,I16sRV9s-T1MP-Q226-Qmam-sANc7WGX3D34,
hgLS,g7PWFn,SMUXyDUt-FAOQ-KPaJ-rips-zgBjSB4JXtFs,R8GQEXl6-Tbyo-ouyX-DFId-mOXpFO5jkJVq,2022-12-20
5sER,NNSNc1,rzxQiGEz-MoAu-8CeK-IgMY-Zcq3SS5wReje,mUporPtT-9Dyy-ByHx-YlX1-x8RzlYqMs7It,2024-02-20
6x6A,VYqqlH,,OmsdYzEJ-1QUq-iJ38-xvOq-7ZtKNyxh5erJ,2023-04-27
Ki2F,,leX2t9jX-3YL9-0RJa-5fdV-NU5o22DLwZIy,sC9sZ7kC-K26M-AFOi-cwqr-aQBqyWtOVvah,
sjQo,ix5rAi,Ag8YELPE-vvAG-wVbQ-rJkq-Mfn8z5GeCu1b,BQWDv3uK-t4Uf-pFtk-CsrX-8GxvHArkftT8,2023-09-13
VkoY,uIqO9F,pFylgaw7-82dD-fmP0-oQoV-iLnUhrozIsV8,0Rax2Inb-w21V-FQxJ-RtsO-tOe0S820f73P,2022-01-29
wGOy,Ihpdha,4Hd0hH1o-qzbP-l6OL-KEQ0-NXI6WUKYDtS8,VJ733lsS-9bA4-512K-ysF9-km1YYWd8mYQ4,2023-12-03
5fVR,hIpy66,Twg7y912-MMVd-nLdO-6igO-7eKkFxKQNupf,6pP1sRUZ-H6Qx-SoZ2-2G83-oVHQmwXFlFh4,2022-06-16
I0nT,MaN5st,vihbJ2GV-gHtr-Ci1j-KZsx-4A3A13CwyC5S,gl3np4uh-ITPJ-wPGq-SNqJ-rG8QEieKGFS2,2021-11-28
gRkv,05GALu,y5MRO0D7-r1Do-AV6y-qxvz-g5W9vRnZoRGL,2hcgtE0D-0Hw8-x2Gg-4y1K-27NDZtCe8bg3,2023-08-30
